Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-09T23:54:12.467337,2.540,24.98,587.29,25.73,3.26,3.27,3.27,3.28,0,0.0
2025-08-09T23:54:12.467337,2.540,25.01,587.29,25.73,3.29,3.25,3.25,3.29,0,0.0
2025-08-09T23:54:13.201961,3.275,25.03,584.94,25.64,3.27,3.27,3.26,3.26,0,0.0
2025-08-09T23:54:13.201961,3.275,25.03,586.18,25.76,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:13.201961,3.275,25.03,586.18,25.69,3.26,3.27,3.25,3.28,0,0.0
2025-08-09T23:54:13.201961,3.275,25.03,587.29,25.71,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:13.201961,3.275,25.03,587.29,25.73,3.26,3.28,3.25,3.29,0,0.0
2025-08-09T23:54:13.573678,3.646,25.01,586.18,25.78,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:13.605568,3.678,25.01,587.29,25.71,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:13.609856,3.682,25.01,581.99,25.71,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:13.991040,4.064,24.98,587.29,25.76,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:13.991040,4.064,25.01,586.18,25.80,3.26,3.27,3.25,3.28,0,0.0
2025-08-09T23:54:14.427804,4.500,25.03,584.94,25.76,3.26,3.28,3.25,3.29,0,0.0
2025-08-09T23:54:14.434072,4.507,25.03,587.29,25.78,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:14.766093,4.839,25.01,586.18,25.76,3.26,3.27,3.26,3.29,0,0.0
2025-08-09T23:54:14.768104,4.841,25.03,583.56,25.82,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:14.768104,4.841,25.01,587.29,25.76,3.25,3.28,3.26,3.28,0,0.0
2025-08-09T23:54:15.198522,5.271,25.03,587.29,25.71,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:15.198522,5.271,24.98,584.94,25.73,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:15.200534,5.273,25.01,586.18,25.76,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:54:15.633366,5.706,25.01,587.29,25.71,3.25,3.29,3.24,3.30,0,9.8
2025-08-09T23:54:15.633366,5.706,25.01,584.94,25.71,3.26,3.28,3.24,3.29,0,9.8
2025-08-09T23:54:15.635541,5.708,25.03,586.18,25.71,3.27,3.26,3.25,3.29,0,9.8
2025-08-09T23:54:15.962872,6.035,25.01,581.99,25.71,3.27,3.27,3.25,3.29,0,9.8
2025-08-09T23:54:15.962872,6.035,25.05,584.94,25.76,3.27,3.27,3.25,3.30,0,9.8
