Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-10T00:40:40.612708,4.527,25.07,599.76,25.67,3.26,3.25,3.27,3.29,0,0.0
2025-08-10T00:40:40.614353,4.529,25.07,584.94,25.64,3.25,3.28,3.24,3.29,0,0.0
2025-08-10T00:40:40.615974,4.531,25.09,592.44,25.69,3.25,3.28,3.24,3.31,0,0.0
2025-08-10T00:40:41.279673,5.194,25.07,587.29,25.69,3.26,3.27,3.25,3.28,0,0.0
2025-08-10T00:40:41.279673,5.194,25.07,587.29,25.71,3.26,3.27,3.25,3.29,0,0.0
2025-08-10T00:40:41.295549,5.210,25.05,587.29,25.69,3.25,3.27,3.25,3.29,0,164212.0
2025-08-10T00:40:41.295549,5.210,25.07,587.29,25.67,3.27,3.26,3.25,3.29,0,164212.0
2025-08-10T00:40:41.589871,5.505,25.07,586.18,25.67,3.28,3.25,3.23,3.29,0,164212.0
2025-08-10T00:40:41.621168,5.536,25.07,587.29,25.60,3.27,3.26,3.25,3.29,0,164212.0
2025-08-10T00:40:41.922863,5.838,25.07,587.29,25.67,3.26,3.26,3.25,3.28,0,164212.0
2025-08-10T00:40:41.922863,5.838,25.05,587.29,25.62,3.26,3.27,3.25,3.28,0,164212.0
2025-08-10T00:40:42.241614,6.156,25.07,587.29,25.62,3.27,3.25,3.25,3.29,0,164212.0
2025-08-10T00:40:42.241614,6.156,25.07,587.29,25.67,3.26,3.27,3.25,3.29,0,164212.0
2025-08-10T00:40:42.571538,6.486,25.05,584.94,25.64,3.28,3.24,3.26,3.28,0,164212.0
2025-08-10T00:40:42.571538,6.486,25.05,588.32,25.67,3.26,3.27,3.23,3.30,0,164212.0
2025-08-10T00:40:42.905245,6.820,25.07,587.29,25.69,3.25,3.29,3.24,3.29,0,164212.0
2025-08-10T00:40:42.905245,6.820,25.09,587.29,25.67,3.25,3.28,3.24,3.30,0,164212.0
2025-08-10T00:40:42.905245,6.820,25.09,587.29,25.67,3.26,3.27,3.25,3.29,0,164212.0
2025-08-10T00:40:43.240036,7.155,25.03,586.18,25.60,3.27,3.26,3.25,3.28,0,0.7
2025-08-10T00:40:43.240036,7.155,25.03,586.18,25.58,3.26,3.27,3.24,3.29,0,0.7
2025-08-10T00:40:43.569646,7.484,25.09,586.18,25.67,3.27,3.27,3.24,3.28,0,0.7
