Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,Actual_rdr_deg,Set_rdr_deg,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Desired_heading,Data_wind_spd,Data_wind_dir
2025-11-08T03:08:13.838200,5.476,,,,,,,,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,,
2025-11-08T03:08:14.371124,6.009,20.14,575.21,20.31,3.23,3.24,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,228.0
2025-11-08T03:08:15.253200,6.891,20.12,575.21,20.34,3.23,3.24,3.22,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,47.0
2025-11-08T03:08:16.171862,7.810,20.12,589.26,20.36,3.23,3.24,3.22,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,47.0
2025-11-08T03:08:16.722476,8.360,20.1,508.41,20.38,3.23,3.24,3.22,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,139.0
2025-11-08T03:08:17.300960,8.939,20.16,565.38,20.29,3.23,3.23,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,139.0
2025-11-08T03:08:17.868618,9.507,20.14,575.21,20.77,3.23,3.24,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:18.396658,10.035,20.12,565.38,20.4,3.23,3.23,3.23,3.25,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:18.865499,10.503,20.12,575.21,20.36,3.25,3.21,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,139.0
2025-11-08T03:08:19.256611,10.895,20.12,575.21,20.36,3.23,3.24,3.23,3.25,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,139.0
2025-11-08T03:08:19.614350,11.252,20.21,575.21,20.31,3.23,3.23,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:19.975518,11.613,20.19,508.41,20.34,3.27,3.19,3.22,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:20.341629,11.980,20.12,571.46,20.31,3.24,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:20.712139,12.350,20.12,571.46,20.34,3.24,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,47.0
2025-11-08T03:08:21.098205,12.736,20.12,565.38,20.31,3.22,3.25,3.23,3.25,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,47.0
2025-11-08T03:08:21.677878,13.316,20.12,584.94,20.31,3.24,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:22.125049,13.763,19.76,565.38,20.31,3.23,3.23,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:22.505985,14.144,20.12,508.41,20.38,3.25,3.22,3.22,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:22.906455,14.544,20.1,508.41,20.34,3.24,3.23,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,272.0
2025-11-08T03:08:23.296494,14.934,20.12,565.38,20.25,3.24,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,272.0
2025-11-08T03:08:23.693250,15.331,20.16,571.46,20.34,3.21,3.25,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,272.0
2025-11-08T03:08:24.088817,15.727,20.16,565.38,20.31,3.24,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:24.478880,16.117,20.1,565.38,20.38,3.24,3.24,3.22,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:24.897249,16.535,20.12,508.41,20.31,3.24,3.23,3.21,3.28,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:25.305081,16.943,20.12,565.38,20.34,3.24,3.23,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
2025-11-08T03:08:25.699934,17.338,20.19,575.21,20.31,3.23,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
2025-11-08T03:08:26.103235,17.741,20.14,575.21,20.31,3.24,3.22,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,272.0
2025-11-08T03:08:26.505887,18.144,20.12,565.38,20.31,3.23,3.23,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,272.0
2025-11-08T03:08:26.907324,18.545,20.01,508.41,20.34,3.24,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:27.301903,18.940,20.12,508.41,20.34,3.22,3.24,3.22,3.28,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,319.0
2025-11-08T03:08:27.696176,19.334,20.12,508.41,20.31,3.23,3.23,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
2025-11-08T03:08:28.092307,19.730,20.12,565.38,20.34,3.23,3.24,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
2025-11-08T03:08:28.487878,20.126,20.12,508.41,20.34,3.22,3.25,3.23,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
2025-11-08T03:08:28.900357,20.538,20.14,565.38,20.34,3.23,3.24,3.22,3.27,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
2025-11-08T03:08:29.304452,20.942,20.1,565.38,20.34,3.24,3.23,3.21,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
2025-11-08T03:08:29.702960,21.341,20.12,508.41,20.34,3.23,3.24,3.23,3.26,-0.71,0.0,0.0,0.0,-10000.0,0.0,180.0,,0.0,2.0
