Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-09T14:37:24.637907,6.369,77.58,74.50,72.35,2.39,1.80,2.08,2.32,0,0.0
2025-08-09T14:37:29.288850,11.020,77.87,74.11,72.78,2.39,1.82,2.09,2.33,0,0.0
2025-08-09T14:37:34.222803,15.954,78.60,74.24,73.16,2.37,1.83,2.10,2.37,0,0.0
2025-08-09T14:37:39.519224,21.250,78.46,74.24,72.85,2.35,1.83,2.14,2.39,0,0.0
2025-08-09T14:37:44.480997,26.212,78.46,74.90,72.78,2.33,1.80,2.14,2.37,0,0.0
2025-08-09T14:37:49.430314,31.161,77.73,74.90,72.05,2.35,1.78,2.13,2.35,0,0.0
2025-08-09T14:37:54.365700,36.097,77.58,74.90,72.29,2.35,1.78,2.10,2.32,0,0.0
2025-08-09T14:37:59.313506,41.044,77.58,74.83,72.23,2.36,1.78,2.10,2.32,0,0.0
2025-08-09T14:38:04.343607,46.074,77.37,74.64,72.05,2.36,1.79,2.12,2.33,0,0.0
2025-08-09T14:38:09.268509,50.999,77.58,74.90,72.05,2.35,1.78,2.12,2.33,0,0.0
2025-08-09T14:38:14.227152,55.958,77.51,74.83,72.23,2.36,1.78,2.10,2.32,0,0.0
2025-08-09T14:38:19.206824,60.938,77.66,74.50,72.41,2.39,1.79,2.07,2.32,0,0.0
2025-08-09T14:38:24.171018,65.902,77.80,74.31,72.54,2.39,1.81,2.07,2.32,0,0.0
2025-08-09T14:38:29.416120,71.147,77.80,74.11,72.72,2.39,1.83,2.09,2.33,0,0.0
2025-08-09T14:38:34.009722,75.741,78.02,73.99,73.03,2.38,1.84,2.10,2.35,0,0.0
2025-08-09T14:38:39.278223,81.009,78.46,74.11,73.10,2.37,1.84,2.10,2.37,0,0.0
2025-08-09T14:38:44.231277,85.962,78.68,74.44,72.97,2.35,1.82,2.14,2.38,0,0.0
2025-08-09T14:38:49.194867,90.926,78.46,74.83,72.78,2.33,1.81,2.14,2.37,0,0.0
2025-08-09T14:38:54.139351,95.870,78.38,75.16,72.48,2.33,1.78,2.13,2.37,0,0.0
2025-08-09T14:38:59.048722,100.780,77.94,75.03,72.17,2.34,1.77,2.13,2.35,0,0.0
2025-08-09T14:39:03.975999,105.707,77.44,74.77,72.05,2.35,1.79,2.12,2.33,0,0.0
2025-08-09T14:39:09.224539,110.955,77.44,74.77,72.23,2.37,1.79,2.10,2.32,0,0.0
2025-08-09T14:39:14.172642,115.904,77.51,74.83,72.17,2.35,1.78,2.12,2.32,0,0.0
2025-08-09T14:39:19.123148,120.854,77.51,74.90,72.17,2.35,1.78,2.11,2.32,0,0.0
2025-08-09T14:39:24.091811,125.823,77.66,74.90,72.35,2.35,1.78,2.09,2.31,0,0.0
2025-08-09T14:39:29.041862,130.773,77.44,74.70,72.23,2.37,1.78,2.10,2.31,0,0.0
2025-08-09T14:39:33.987253,135.718,77.66,74.70,72.48,2.38,1.79,2.07,2.32,0,0.0
2025-08-09T14:39:38.938393,140.669,77.44,74.50,72.35,2.39,1.81,2.09,2.32,0,0.0
2025-08-09T14:39:43.855796,145.587,77.80,74.37,72.54,2.38,1.80,2.07,2.32,0,0.0
2025-08-09T14:39:49.474758,151.206,77.80,74.24,72.54,2.39,1.81,2.07,2.32,0,0.0
2025-08-09T14:39:53.866514,155.597,77.58,73.92,72.54,2.40,1.84,2.10,2.34,0,0.0
2025-08-09T14:39:58.892784,160.624,77.94,74.05,72.85,2.38,1.83,2.08,2.33,0,0.0
2025-08-09T14:40:03.841671,165.573,77.87,73.99,72.91,2.38,1.84,2.10,2.34,0,0.0
2025-08-09T14:40:09.135511,170.866,77.94,73.99,72.91,2.38,1.84,2.10,2.33,0,0.0
2025-08-09T14:40:14.271106,176.002,78.02,73.99,72.97,2.38,1.84,2.10,2.34,0,0.0
2025-08-09T14:40:19.099649,180.831,78.46,74.18,73.22,2.37,1.84,2.10,2.37,0,0.0
2025-08-09T14:40:24.389724,186.121,78.68,74.31,72.97,2.35,1.83,2.13,2.38,0,0.0
2025-08-09T14:40:28.864073,190.595,78.68,74.64,72.91,2.33,1.81,2.14,2.37,0,0.0
2025-08-09T14:40:34.121371,195.852,78.38,75.10,72.54,2.32,1.78,2.13,2.36,0,0.0
2025-08-09T14:40:38.713550,200.444,77.44,74.64,71.87,2.36,1.79,2.14,2.35,0,0.0
2025-08-09T14:40:43.967231,205.698,77.66,74.83,72.35,2.36,1.78,2.09,2.31,0,0.0
2025-08-09T14:40:48.898178,210.629,77.87,74.31,72.54,2.39,1.80,2.07,2.32,0,0.0
2025-08-09T14:40:54.142282,215.873,77.94,74.24,72.60,2.38,1.81,2.07,2.32,0,0.0
2025-08-09T14:40:58.742638,220.474,77.80,74.18,72.48,2.39,1.81,2.07,2.33,0,0.0
2025-08-09T14:41:04.130582,225.861,77.80,73.99,72.72,2.38,1.83,2.09,2.33,0,0.0
2025-08-09T14:41:09.072151,230.803,77.73,73.99,72.54,2.39,1.83,2.09,2.33,0,0.0
2025-08-09T14:41:13.882078,235.613,78.02,74.05,72.91,2.38,1.83,2.09,2.33,0,0.0
2025-08-09T14:41:19.020039,240.751,78.09,74.11,73.10,2.37,1.84,2.10,2.34,0,0.0
2025-08-09T14:41:23.836427,245.567,78.53,74.24,73.22,2.37,1.83,2.10,2.35,0,0.0
2025-08-09T14:41:28.903090,250.634,78.60,74.31,73.22,2.37,1.83,2.10,2.36,0,0.0
2025-08-09T14:41:34.038388,255.769,78.46,74.18,73.16,2.37,1.84,2.10,2.36,0,0.0
2025-08-09T14:41:38.761452,260.495,78.46,74.24,73.22,2.37,1.83,2.10,2.36,0,0.0
2025-08-09T14:41:43.592525,265.323,78.83,74.50,73.16,2.36,1.82,2.11,2.37,0,0.0
2025-08-09T14:41:48.832936,270.564,78.60,74.90,72.91,2.32,1.80,2.14,2.36,0,0.0
