Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-09T23:57:06.487337,2.499,25.03,586.18,25.73,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:06.487337,2.499,25.01,587.29,25.73,3.29,3.24,3.26,3.29,0,0.0
2025-08-09T23:57:07.087347,3.099,25.03,587.29,25.69,3.26,3.27,3.25,3.28,0,0.0
2025-08-09T23:57:07.087347,3.099,25.01,586.18,25.71,3.27,3.26,3.26,3.29,0,0.0
2025-08-09T23:57:07.087347,3.099,25.01,590.13,25.69,3.26,3.28,3.25,3.29,0,0.0
2025-08-09T23:57:07.087347,3.099,25.03,587.29,25.71,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:07.480927,3.493,25.01,587.29,25.73,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:07.483025,3.495,24.98,584.94,25.71,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:07.512639,3.524,24.98,587.29,25.73,3.27,3.26,3.26,3.29,0,0.0
2025-08-09T23:57:07.807817,3.820,25.03,584.94,25.69,3.27,3.27,3.25,3.28,0,0.0
2025-08-09T23:57:07.807817,3.820,25.03,586.18,25.76,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:08.139921,4.152,24.98,587.29,25.73,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:08.139921,4.152,25.03,587.29,25.71,3.24,3.29,3.25,3.29,0,0.0
2025-08-09T23:57:08.139921,4.152,24.98,584.94,25.71,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:08.458680,4.470,25.03,587.29,25.73,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:08.458680,4.470,24.87,584.94,25.71,3.26,3.28,3.25,3.29,0,0.0
2025-08-09T23:57:08.788985,4.801,25.03,584.94,25.73,3.26,3.27,3.25,3.28,0,0.0
2025-08-09T23:57:08.790911,4.803,25.03,587.29,25.71,3.27,3.30,3.22,3.29,0,0.0
2025-08-09T23:57:09.121476,5.133,25.01,583.56,25.76,3.26,3.27,3.26,3.28,0,0.0
2025-08-09T23:57:09.121476,5.133,25.03,587.29,25.73,3.27,3.27,3.26,3.28,0,0.0
2025-08-09T23:57:09.121476,5.133,25.03,587.29,25.73,3.26,3.27,3.27,3.27,0,0.0
2025-08-09T23:57:09.456413,5.468,25.03,584.94,25.71,3.23,3.31,3.25,3.29,0,0.0
2025-08-09T23:57:09.456413,5.468,25.01,583.56,25.76,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:09.456413,5.468,25.01,586.18,25.71,3.27,3.30,3.22,3.29,0,0.0
2025-08-09T23:57:09.787279,5.799,25.01,584.94,25.73,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:09.787279,5.799,25.03,587.29,25.76,3.27,3.26,3.25,3.29,0,0.0
2025-08-09T23:57:10.120034,6.132,25.01,583.56,25.73,3.26,3.27,3.25,3.29,0,0.0
2025-08-09T23:57:10.120034,6.132,25.03,586.18,25.73,3.27,3.27,3.25,3.30,0,0.0
2025-08-09T23:57:10.454059,6.466,25.03,588.32,25.73,3.27,3.26,3.25,3.29,0,0.0
2025-08-09T23:57:10.455056,6.467,25.09,583.56,25.73,3.27,3.26,3.25,3.28,0,0.0
2025-08-09T23:57:10.777516,6.789,24.90,586.18,25.73,3.26,3.27,3.25,3.30,0,0.0
2025-08-09T23:57:10.777516,6.789,25.05,583.56,25.71,3.26,3.26,3.26,3.29,0,0.0
2025-08-09T23:57:10.777516,6.789,25.03,586.18,25.71,3.25,3.28,3.25,3.29,0,0.0
