Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-09T23:48:47.596614,4.417,25.01,586.18,25.76,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:48:47.596614,4.417,24.96,586.18,25.73,3.25,3.29,3.26,3.29,0,0.0
2025-08-09T23:48:47.596614,4.417,25.01,586.18,25.78,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:48:48.190343,5.011,25.01,589.26,25.71,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:48:48.190343,5.011,25.01,588.32,25.71,3.27,3.27,3.25,3.29,0,0.0
2025-08-09T23:48:48.204369,5.025,24.98,587.29,25.73,3.26,3.27,3.26,3.30,0,12823.9
2025-08-09T23:48:48.475317,5.296,25.01,583.56,25.76,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:48.475317,5.296,25.01,584.94,25.73,3.27,3.27,3.27,3.28,0,12823.9
2025-08-09T23:48:48.809210,5.629,24.98,586.18,25.80,3.27,3.27,3.24,3.31,0,12823.9
2025-08-09T23:48:48.809210,5.629,25.03,584.94,25.78,3.27,3.28,3.25,3.29,0,12823.9
2025-08-09T23:48:49.459090,6.279,25.03,586.18,25.73,3.27,3.27,3.26,3.28,0,12823.9
2025-08-09T23:48:49.459090,6.279,25.03,583.56,25.76,3.27,3.26,3.26,3.29,0,12823.9
2025-08-09T23:48:49.792736,6.613,25.01,586.18,25.76,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:49.792736,6.613,25.07,577.97,25.76,3.27,3.27,3.27,3.27,0,12823.9
2025-08-09T23:48:49.792736,6.613,25.03,583.56,25.69,3.27,3.27,3.25,3.31,0,12823.9
2025-08-09T23:48:50.128120,6.948,24.98,583.56,25.71,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:50.128120,6.948,24.98,583.56,25.76,3.26,3.28,3.25,3.29,0,12823.9
2025-08-09T23:48:50.444123,7.264,25.03,586.18,25.73,3.16,3.38,3.26,3.30,0,12823.9
2025-08-09T23:48:50.444123,7.264,25.01,584.94,25.76,3.26,3.27,3.26,3.29,0,12823.9
2025-08-09T23:48:50.779061,7.599,25.03,586.18,25.76,3.27,3.27,3.26,3.29,0,12823.9
2025-08-09T23:48:50.779061,7.599,25.01,587.29,25.78,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:51.110511,7.931,25.01,584.94,25.69,3.27,3.28,3.24,3.29,0,12823.9
2025-08-09T23:48:51.110511,7.931,25.01,586.18,25.73,3.27,3.27,3.26,3.29,0,-0.7
2025-08-09T23:48:51.114012,7.934,25.01,584.94,25.76,3.27,3.27,3.25,3.29,0,-0.7
2025-08-09T23:48:51.427551,8.248,24.98,586.18,25.78,3.26,3.27,3.25,3.30,0,-0.7
2025-08-09T23:48:51.427551,8.248,25.03,584.94,25.76,3.27,3.27,3.25,3.29,0,-0.7
2025-08-09T23:48:51.760958,8.581,25.03,588.32,25.76,3.26,3.29,3.24,3.29,0,-0.7
2025-08-09T23:48:51.760958,8.581,25.03,587.29,25.78,3.26,3.28,3.25,3.29,0,-0.7
2025-08-09T23:48:52.096782,8.917,25.01,584.94,25.76,3.26,3.27,3.25,3.29,0,-0.7
2025-08-09T23:48:52.427202,9.247,25.01,586.18,25.73,3.27,3.27,3.25,3.30,0,-0.7
2025-08-09T23:48:52.427202,9.247,25.01,586.18,25.73,3.27,3.27,3.25,3.29,0,-0.7
2025-08-09T23:48:52.427202,9.247,25.01,583.56,25.73,3.27,3.27,3.25,3.29,0,-0.7
2025-08-09T23:48:52.427202,9.247,25.03,589.26,25.73,3.27,3.27,3.25,3.30,0,-0.7
2025-08-09T23:48:52.761221,9.581,25.03,587.29,25.76,3.27,3.27,3.26,3.27,0,-0.7
2025-08-09T23:48:52.761221,9.581,24.98,586.18,25.76,3.27,3.27,3.25,3.30,0,-0.7
2025-08-09T23:48:53.096937,9.917,25.01,581.99,25.76,3.27,3.27,3.27,3.26,0,-0.7
2025-08-09T23:48:53.412929,10.233,25.01,586.18,25.80,3.27,3.27,3.26,3.32,0,-0.7
2025-08-09T23:48:53.412929,10.233,25.03,586.18,25.76,3.26,3.28,3.25,3.29,0,-0.7
2025-08-09T23:48:53.743739,10.564,25.01,583.56,25.78,3.26,3.28,3.27,3.27,0,-0.7
2025-08-09T23:48:53.743739,10.564,25.01,581.99,25.76,3.27,3.26,3.25,3.31,0,-0.7
2025-08-09T23:48:53.743739,10.564,24.98,583.56,25.76,3.27,3.26,3.28,3.28,0,-0.7
2025-08-09T23:48:54.075252,10.895,25.01,581.99,25.73,3.26,3.27,3.26,3.29,0,-0.7
2025-08-09T23:48:54.411246,11.231,25.01,583.56,25.73,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:54.411246,11.231,24.96,586.18,25.73,3.26,3.28,3.25,3.29,0,12823.9
2025-08-09T23:48:54.411246,11.231,25.01,584.94,25.76,3.27,3.28,3.25,3.30,0,12823.9
2025-08-09T23:48:54.743156,11.563,25.12,583.56,25.73,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:54.744155,11.564,25.03,584.94,25.76,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:55.078565,11.899,25.01,584.94,25.71,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:55.396595,12.217,25.01,586.18,25.76,3.27,3.27,3.25,3.29,0,12627.3
2025-08-09T23:48:55.398555,12.219,25.01,584.94,25.71,3.27,3.27,3.25,3.29,0,12627.3
2025-08-09T23:48:55.398555,12.219,24.98,584.94,25.73,3.28,3.26,3.26,3.29,0,12627.3
2025-08-09T23:48:55.728200,12.548,25.03,584.94,25.78,3.26,3.27,3.25,3.30,0,12627.3
2025-08-09T23:48:55.728200,12.548,25.01,583.56,25.76,3.27,3.27,3.26,3.28,0,12627.3
2025-08-09T23:48:56.059756,12.880,24.98,584.94,25.73,3.27,3.27,3.26,3.29,0,12627.3
2025-08-09T23:48:56.061973,12.882,25.12,586.18,25.73,3.27,3.27,3.25,3.30,0,12627.3
2025-08-09T23:48:56.061973,12.882,24.96,590.95,25.76,3.26,3.28,3.26,3.29,0,-0.7
2025-08-09T23:48:56.380981,13.201,25.03,583.56,25.76,3.27,3.27,3.25,3.29,0,-0.7
2025-08-09T23:48:56.380981,13.201,25.01,586.18,25.78,3.27,3.28,3.24,3.30,0,-0.7
2025-08-09T23:48:56.709812,13.530,25.01,587.29,25.76,3.27,3.27,3.26,3.29,0,-0.7
2025-08-09T23:48:56.709812,13.530,24.96,587.29,25.73,3.27,3.27,3.25,3.30,0,-0.7
2025-08-09T23:48:57.046056,13.866,24.98,586.18,25.73,3.27,3.28,3.25,3.30,0,-0.7
2025-08-09T23:48:57.046056,13.866,25.01,584.94,25.73,3.26,3.28,3.25,3.30,0,-0.7
2025-08-09T23:48:57.362273,14.182,25.01,581.99,25.78,3.28,3.26,3.25,3.30,0,12627.3
2025-08-09T23:48:57.362273,14.182,25.03,586.18,25.73,3.27,3.27,3.29,3.26,0,12627.3
2025-08-09T23:48:57.362273,14.182,25.01,583.56,25.60,3.27,3.27,3.27,3.27,0,12627.3
2025-08-09T23:48:57.695396,14.516,24.74,584.94,25.78,3.27,3.27,3.26,3.29,0,12627.3
2025-08-09T23:48:57.695396,14.516,25.01,583.56,25.73,3.27,3.27,3.25,3.29,0,12627.3
2025-08-09T23:48:58.029093,14.849,25.01,588.32,25.76,3.27,3.27,3.25,3.30,0,12627.3
2025-08-09T23:48:58.347035,15.167,25.03,587.29,25.73,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:58.347035,15.167,25.01,587.29,25.73,3.27,3.27,3.27,3.28,0,12823.9
2025-08-09T23:48:58.349046,15.169,25.03,587.29,25.73,3.27,3.27,3.25,3.30,0,12823.9
2025-08-09T23:48:58.677685,15.498,24.96,587.29,25.89,3.27,3.27,3.27,3.27,0,12823.9
2025-08-09T23:48:58.677685,15.498,25.01,583.56,25.73,3.27,3.27,3.25,3.28,0,12823.9
2025-08-09T23:48:59.011864,15.832,24.98,583.56,25.76,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:48:59.340243,16.160,25.01,586.18,25.73,3.26,3.28,3.25,3.30,0,13086.0
2025-08-09T23:48:59.340243,16.160,25.01,586.18,25.76,3.27,3.27,3.26,3.29,0,13086.0
2025-08-09T23:48:59.340243,16.160,25.01,586.18,25.73,3.27,3.27,3.25,3.29,0,13086.0
2025-08-09T23:48:59.671985,16.492,24.94,586.18,25.76,3.27,3.27,3.26,3.29,0,13086.0
2025-08-09T23:48:59.671985,16.492,25.01,586.18,25.71,3.27,3.28,3.25,3.30,0,13086.0
2025-08-09T23:48:59.986347,16.807,25.01,586.18,25.73,3.26,3.28,3.25,3.30,0,13086.0
2025-08-09T23:48:59.986347,16.807,24.98,583.56,25.76,3.27,3.27,3.25,3.29,0,13086.0
2025-08-09T23:49:00.649618,17.470,25.03,584.94,25.73,3.27,3.27,3.25,3.30,0,-0.7
2025-08-09T23:49:00.649618,17.470,25.01,587.29,25.78,3.27,3.27,3.26,3.29,0,-0.7
2025-08-09T23:49:00.981674,17.802,25.01,587.29,25.73,3.26,3.28,3.25,3.29,0,-0.7
2025-08-09T23:49:00.981674,17.802,25.05,587.29,25.76,3.27,3.27,3.26,3.28,0,-0.7
2025-08-09T23:49:01.315528,18.136,25.03,586.18,25.76,3.27,3.27,3.25,3.29,0,12954.9
2025-08-09T23:49:01.315528,18.136,25.01,588.32,25.73,3.28,3.26,3.26,3.29,0,12954.9
2025-08-09T23:49:01.646499,18.467,25.01,584.94,25.73,3.27,3.27,3.25,3.29,0,12954.9
2025-08-09T23:49:01.646499,18.467,25.03,587.29,25.73,3.27,3.27,3.25,3.29,0,12954.9
2025-08-09T23:49:01.646499,18.467,24.98,587.29,25.76,3.27,3.27,3.25,3.29,0,12954.9
2025-08-09T23:49:01.978836,18.799,24.98,584.94,25.76,3.27,3.27,3.26,3.29,0,12954.9
2025-08-09T23:49:02.310581,19.131,25.01,583.56,25.84,3.25,3.28,3.25,3.30,0,12823.9
2025-08-09T23:49:02.310581,19.131,25.01,586.18,25.73,3.26,3.27,3.25,3.30,0,12823.9
2025-08-09T23:49:02.632086,19.452,25.01,586.18,25.76,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:49:02.632086,19.452,24.98,587.29,25.76,3.26,3.27,3.26,3.29,0,12823.9
2025-08-09T23:49:02.632086,19.452,25.01,584.94,25.71,3.27,3.27,3.25,3.30,0,12823.9
2025-08-09T23:49:02.958184,19.778,24.98,586.18,25.78,3.27,3.27,3.25,3.30,0,12823.9
2025-08-09T23:49:03.289686,20.110,25.01,587.29,25.76,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:49:03.289686,20.110,24.98,584.94,25.76,3.26,3.27,3.26,3.29,0,12823.9
2025-08-09T23:49:03.620387,20.441,24.98,587.29,25.78,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:49:03.620387,20.441,25.03,583.56,25.76,3.26,3.28,3.26,3.29,0,12823.9
2025-08-09T23:49:03.620387,20.441,25.01,587.29,25.76,3.27,3.27,3.25,3.30,0,12823.9
2025-08-09T23:49:03.953813,20.774,25.01,587.29,25.76,3.27,3.27,3.27,3.28,0,12823.9
2025-08-09T23:49:03.953813,20.774,25.01,583.56,25.76,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:49:04.287791,21.108,25.03,583.56,25.69,3.27,3.27,3.26,3.29,0,12823.9
2025-08-09T23:49:04.288653,21.109,25.01,583.56,25.84,3.27,3.27,3.25,3.29,0,12823.9
2025-08-09T23:49:04.618796,21.439,24.98,581.99,25.78,3.27,3.27,3.24,3.21,0,12823.9
2025-08-09T23:49:04.621433,21.442,24.98,587.29,25.71,3.27,3.27,3.25,3.30,0,12823.9
2025-08-09T23:49:04.951562,21.772,25.01,586.18,25.71,3.27,3.28,3.25,3.29,0,12823.9
2025-08-09T23:49:04.951562,21.772,24.96,586.18,25.73,3.27,3.27,3.26,3.29,0,12823.9
2025-08-09T23:49:04.951562,21.772,25.01,584.94,25.76,3.27,3.27,3.25,3.29,0,-0.7
2025-08-09T23:49:05.268922,22.089,25.03,584.94,25.71,3.25,3.29,3.25,3.30,0,-0.7
2025-08-09T23:49:05.268922,22.089,24.96,586.18,25.80,3.27,3.27,3.26,3.29,0,-0.7
2025-08-09T23:49:05.604702,22.425,25.01,584.94,25.71,3.26,3.27,3.24,3.30,0,-0.7
2025-08-09T23:49:05.604702,22.425,25.01,586.18,25.73,3.27,3.27,3.26,3.29,0,-0.7
2025-08-09T23:49:05.935455,22.756,25.01,586.18,25.71,3.27,3.27,3.26,3.29,0,-0.7
2025-08-09T23:49:05.935455,22.756,25.01,586.18,25.73,3.27,3.27,3.26,3.30,0,-0.7
2025-08-09T23:49:06.254375,23.075,24.98,586.18,25.73,3.27,3.27,3.26,3.28,0,13217.1
2025-08-09T23:49:06.255839,23.076,25.01,586.18,25.73,3.27,3.27,3.25,3.29,0,13217.1
2025-08-09T23:49:06.584671,23.405,25.01,586.18,25.78,3.27,3.27,3.27,3.28,0,13217.1
2025-08-09T23:49:06.584671,23.405,25.01,586.18,25.76,3.27,3.27,3.25,3.29,0,13217.1
2025-08-09T23:49:06.584671,23.405,25.03,584.94,25.76,3.27,3.27,3.26,3.29,0,13217.1
2025-08-09T23:49:07.241869,24.062,24.85,586.18,25.76,3.27,3.27,3.25,3.29,0,13217.1
2025-08-09T23:49:07.243534,24.064,25.01,584.94,25.73,3.26,3.28,3.25,3.30,0,13217.1
2025-08-09T23:49:07.567261,24.387,25.01,586.18,25.73,3.26,3.27,3.26,3.30,0,13217.1
2025-08-09T23:49:07.567261,24.387,25.01,586.18,25.73,3.27,3.27,3.26,3.29,0,13217.1
2025-08-09T23:49:07.569857,24.390,24.98,590.95,25.71,3.27,3.27,3.31,3.24,0,13217.1
2025-08-09T23:49:07.897896,24.718,25.01,587.29,25.84,3.26,3.27,3.26,3.29,0,13217.1
2025-08-09T23:49:07.931486,24.752,25.01,586.18,25.73,3.27,3.27,3.25,3.30,0,13217.1
