Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-09T14:42:14.013112,8.639,77.87,74.31,72.54,2.39,1.80,2.07,2.32,0,0.0
2025-08-09T14:42:18.953167,13.580,78.38,74.11,73.16,2.37,1.83,2.09,2.35,0,0.0
2025-08-09T14:42:23.885615,18.512,78.68,74.37,72.91,2.35,1.83,2.13,2.38,0,0.0
2025-08-09T14:42:28.840847,23.467,77.66,74.83,72.41,2.37,1.78,2.07,2.31,0,0.0
2025-08-09T14:42:34.136463,28.763,77.80,74.18,72.54,2.39,1.81,2.07,2.33,0,0.0
2025-08-09T14:42:53.610711,48.237,77.80,74.64,72.48,2.38,1.78,2.06,2.32,0,0.0
2025-08-09T14:42:58.547547,53.174,78.09,74.11,73.03,2.38,1.83,2.08,2.33,0,0.0
2025-08-09T14:43:03.831083,58.457,78.75,74.31,73.03,2.36,1.82,2.12,2.38,0,0.0
2025-08-09T14:43:08.778979,63.405,78.46,74.90,72.78,2.33,1.81,2.14,2.37,0,0.0
2025-08-09T14:43:13.702454,68.329,77.66,74.97,72.11,2.35,1.78,2.12,2.32,0,0.0
2025-08-09T14:43:18.630131,73.256,77.80,74.24,72.48,2.39,1.81,2.07,2.33,0,0.0
2025-08-09T14:43:23.586520,78.213,78.09,74.05,73.03,2.38,1.85,2.10,2.35,0,0.0
2025-08-09T14:43:33.836222,88.462,78.31,73.99,72.85,2.38,1.85,2.13,2.39,0,0.0
2025-08-09T14:43:33.837223,88.463,77.94,73.92,72.97,2.39,1.86,2.10,2.36,0,0.0
2025-08-09T14:43:33.838218,88.464,77.51,73.79,72.48,2.40,1.84,2.10,2.35,0,0.0
2025-08-09T14:43:34.168351,88.794,77.30,74.11,72.11,2.40,1.82,2.10,2.34,0,0.0
2025-08-09T14:43:34.500484,89.127,77.16,74.50,71.99,2.38,1.81,2.12,2.33,0,0.0
2025-08-09T14:43:34.502494,89.129,77.44,74.70,71.87,2.36,1.79,2.14,2.35,0,0.0
2025-08-09T14:43:34.502494,89.129,77.87,74.83,72.11,2.35,1.80,2.14,2.37,0,0.0
2025-08-09T14:43:34.817339,89.443,78.02,74.50,72.54,2.35,1.83,2.16,2.38,0,0.0
