Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-08T20:20:27.078196,3.637,72.17,70.27,62.32,2.48,2.56,2.59,2.65,0,0.0
2025-08-08T20:20:27.585129,4.144,72.66,70.04,62.55,2.49,2.55,2.61,2.66,0,0.0
2025-08-08T20:20:27.585129,4.144,72.97,70.16,63.25,2.50,2.55,2.61,2.67,0,0.0
2025-08-08T20:20:27.616628,4.175,72.17,70.33,62.74,2.48,2.56,2.61,2.66,0,0.0
2025-08-08T20:20:27.616628,4.175,72.78,70.21,62.78,2.49,2.55,2.57,2.66,0,0.0
2025-08-08T20:20:27.616628,4.175,73.16,70.21,63.35,2.50,2.55,2.57,2.67,0,0.0
2025-08-08T20:20:28.077594,4.636,72.54,70.27,62.88,2.48,2.55,2.56,2.66,0,0.0
2025-08-08T20:20:28.080692,4.639,72.97,70.21,62.78,2.51,2.55,2.57,2.67,0,0.0
2025-08-08T20:20:28.108841,4.667,72.35,70.56,62.41,2.48,2.55,2.56,2.65,0,0.0
2025-08-08T20:20:28.108841,4.667,72.72,70.44,62.55,2.49,2.55,2.56,2.66,0,0.0
2025-08-08T20:20:28.108841,4.667,73.10,70.10,62.88,2.50,2.57,2.56,2.67,0,0.0
2025-08-08T20:20:28.584153,5.143,72.48,70.44,62.51,2.47,2.58,2.55,2.64,0,0.0
2025-08-08T20:20:28.584153,5.143,72.78,70.16,62.69,2.49,2.58,2.55,2.65,0,0.0
2025-08-08T20:20:28.584153,5.143,71.99,70.33,62.32,2.47,2.61,2.55,2.66,0,0.0
2025-08-08T20:20:28.586201,5.145,72.54,70.10,62.51,2.49,2.58,2.55,2.65,0,0.0
2025-08-08T20:20:28.586201,5.145,72.91,70.04,62.74,2.50,2.55,2.55,2.66,0,0.0
2025-08-08T20:20:29.073904,5.632,72.17,70.33,62.28,2.47,2.59,2.55,2.64,0,0.0
2025-08-08T20:20:29.073904,5.632,72.72,69.87,62.60,2.48,2.61,2.55,2.65,0,0.0
2025-08-08T20:20:29.073904,5.632,73.03,69.70,62.88,2.50,2.61,2.56,2.65,0,0.0
2025-08-08T20:20:29.073904,5.632,72.29,69.64,62.60,2.48,2.58,2.55,2.65,0,0.0
2025-08-08T20:20:29.580557,6.139,72.78,69.64,62.69,2.49,2.57,2.55,2.64,0,0.0
2025-08-08T20:20:29.580557,6.139,72.35,69.76,62.37,2.47,2.57,2.56,2.66,0,0.0
2025-08-08T20:20:29.580557,6.139,72.72,69.81,62.74,2.49,2.55,2.57,2.66,0,0.0
2025-08-08T20:20:29.587934,6.146,73.10,69.98,62.97,2.49,2.57,2.56,2.66,0,0.0
2025-08-08T20:20:29.587934,6.146,72.48,69.70,62.37,2.48,2.57,2.55,2.66,0,0.0
2025-08-08T20:20:30.073706,6.632,72.91,69.76,62.74,2.49,2.55,2.55,2.65,0,0.0
2025-08-08T20:20:30.073706,6.632,73.10,69.87,62.97,2.51,2.58,2.57,2.67,0,0.0
2025-08-08T20:20:30.073706,6.632,72.72,69.81,62.78,2.49,2.61,2.56,2.66,0,0.0
2025-08-08T20:20:30.073706,6.632,73.03,69.93,62.92,2.49,2.56,2.55,2.67,0,0.0
2025-08-08T20:20:30.073706,6.632,73.03,69.87,62.92,2.51,2.57,2.59,2.67,0,0.0
2025-08-08T20:20:30.582302,7.141,72.78,69.76,62.60,2.49,2.55,2.56,2.66,0,0.0
2025-08-08T20:20:30.582302,7.141,73.03,69.76,62.69,2.49,2.57,2.55,2.66,0,0.0
2025-08-08T20:20:30.582302,7.141,72.60,69.76,62.51,2.49,2.55,2.55,2.66,0,0.0
2025-08-08T20:20:30.582302,7.141,72.91,69.64,62.92,2.50,2.61,2.56,2.66,0,0.0
2025-08-08T20:20:30.582302,7.141,72.29,69.76,62.83,2.47,2.61,2.55,2.64,0,0.0
2025-08-08T20:20:31.087017,7.645,72.78,69.76,63.02,2.49,2.61,2.55,2.66,0,0.0
2025-08-08T20:20:31.090360,7.649,73.10,69.81,63.20,2.51,2.58,2.57,2.66,0,0.0
2025-08-08T20:20:31.090360,7.649,72.54,70.04,62.46,2.48,2.58,2.55,2.65,0,0.0
2025-08-08T20:20:31.090360,7.649,72.66,69.87,62.55,2.49,2.61,2.55,2.66,0,0.0
2025-08-08T20:20:31.090360,7.649,73.16,70.33,62.92,2.50,2.55,2.56,2.67,0,0.0
2025-08-08T20:20:31.579548,8.138,72.23,70.33,62.18,2.48,2.57,2.56,2.66,0,0.0
2025-08-08T20:20:31.583473,8.142,72.91,70.21,62.55,2.50,2.57,2.56,2.66,0,0.0
2025-08-08T20:20:31.583473,8.142,72.54,70.39,62.14,2.48,2.56,2.55,2.65,0,0.0
2025-08-08T20:20:31.583473,8.142,72.97,70.10,62.32,2.49,2.54,2.55,2.66,0,0.0
2025-08-08T20:20:31.583473,8.142,73.22,70.39,62.60,2.51,2.58,2.57,2.67,0,0.0
2025-08-08T20:20:32.086948,8.645,72.85,70.16,62.18,2.49,2.58,2.55,2.65,0,0.0
2025-08-08T20:20:32.091843,8.650,73.10,70.04,62.46,2.51,2.59,2.56,2.66,0,0.0
2025-08-08T20:20:32.091843,8.650,72.48,70.16,62.14,2.47,2.65,2.56,2.65,0,0.0
2025-08-08T20:20:32.091843,8.650,72.85,69.81,62.28,2.49,2.61,2.54,2.64,0,0.0
2025-08-08T20:20:32.091843,8.650,71.99,70.27,62.23,2.49,2.64,2.54,2.63,0,0.0
2025-08-08T20:20:32.577683,9.136,72.60,69.93,62.32,2.48,2.58,2.54,2.64,0,0.0
2025-08-08T20:20:32.581352,9.140,73.03,69.76,62.32,2.50,2.58,2.54,2.64,0,0.0
2025-08-08T20:20:32.583683,9.142,72.17,69.98,61.82,2.48,2.65,2.55,2.64,0,0.0
2025-08-08T20:20:32.584742,9.143,72.85,69.76,62.18,2.49,2.63,2.55,2.65,0,0.0
2025-08-08T20:20:32.584742,9.143,73.22,69.76,62.55,2.50,2.58,2.57,2.66,0,0.0
2025-08-08T20:20:33.086002,9.644,72.60,69.93,62.18,2.48,2.61,2.56,2.64,0,0.0
2025-08-08T20:20:33.086002,9.644,72.91,69.70,62.32,2.50,2.59,2.57,2.66,0,0.0
2025-08-08T20:20:33.086002,9.644,73.22,69.70,62.60,2.50,2.61,2.57,2.67,0,0.0
2025-08-08T20:20:33.086002,9.644,72.54,69.70,62.18,2.48,2.57,2.55,2.66,0,0.0
2025-08-08T20:20:33.093070,9.651,72.97,69.70,62.41,2.50,2.57,2.55,2.66,0,0.0
