Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg
2025-08-09T23:42:36.209931,5.404,25.01,589.26,25.76,3.27,3.27,3.28,3.26,0,163622.2
2025-08-09T23:42:36.783524,5.977,25.01,586.18,25.76,3.27,3.27,3.27,3.28,0,163622.2
2025-08-09T23:42:36.783524,5.977,25.01,588.32,25.76,3.27,3.27,3.27,3.30,0,163622.2
2025-08-09T23:42:36.783524,5.977,25.01,584.94,25.73,3.27,3.28,3.27,3.28,0,163622.2
2025-08-09T23:42:37.079890,6.273,24.98,587.29,25.76,3.27,3.27,3.27,3.28,0,163622.2
2025-08-09T23:42:37.079890,6.273,24.98,586.18,25.73,3.27,3.28,3.27,3.28,0,163622.2
2025-08-09T23:42:37.394704,6.588,25.01,584.94,25.73,3.27,3.28,3.26,3.28,0,163622.2
2025-08-09T23:42:37.427423,6.621,25.01,590.13,25.76,3.27,3.27,3.27,3.28,0,163622.2
2025-08-09T23:42:37.432067,6.626,24.98,586.18,25.82,3.27,3.27,3.27,3.29,0,163622.2
2025-08-09T23:42:37.728856,6.922,25.01,583.56,25.78,3.27,3.28,3.27,3.27,0,163622.2
2025-08-09T23:42:37.728856,6.922,25.03,584.94,25.78,3.27,3.27,3.25,3.30,0,163622.2
2025-08-09T23:42:38.059956,7.254,24.98,584.94,25.76,3.27,3.28,3.27,3.28,0,163622.2
2025-08-09T23:42:38.377705,7.571,24.94,587.29,25.78,3.27,3.27,3.27,3.28,0,163622.2
2025-08-09T23:42:38.377705,7.571,25.01,586.18,25.73,3.27,3.27,3.29,3.28,0,163622.2
2025-08-09T23:42:38.710129,7.904,24.98,587.29,25.78,3.27,3.27,3.27,3.28,0,163622.2
2025-08-09T23:42:38.710129,7.904,25.01,587.29,25.78,3.27,3.28,3.27,3.28,0,163622.2
2025-08-09T23:42:38.710129,7.904,25.01,583.56,25.76,3.27,3.28,3.27,3.29,0,163622.2
2025-08-09T23:42:39.044315,8.238,24.98,584.94,25.73,3.27,3.27,3.25,3.31,0,163622.2
2025-08-09T23:42:39.362074,8.556,24.96,586.18,25.73,3.27,3.27,3.27,3.28,0,163949.9
2025-08-09T23:42:39.362074,8.556,25.03,584.94,25.76,3.27,3.29,3.26,3.28,0,163949.9
2025-08-09T23:42:39.696266,8.890,24.98,583.56,25.82,3.27,3.27,3.28,3.28,0,163949.9
2025-08-09T23:42:39.698672,8.892,25.01,587.29,25.76,3.27,3.27,3.27,3.29,0,163949.9
2025-08-09T23:42:39.698672,8.892,25.01,584.94,25.73,3.27,3.27,3.27,3.29,0,163949.9
2025-08-09T23:42:40.031297,9.225,24.98,586.18,25.67,3.27,3.28,3.27,3.29,0,163949.9
2025-08-09T23:42:40.033498,9.227,25.01,586.18,25.78,3.27,3.27,3.27,3.27,0,163622.2
2025-08-09T23:42:40.363122,9.557,25.01,584.94,25.76,3.26,3.28,3.27,3.29,0,163622.2
2025-08-09T23:42:40.363122,9.557,25.01,583.56,25.73,3.27,3.27,3.28,3.27,0,163622.2
2025-08-09T23:42:40.694692,9.888,24.98,584.94,25.73,3.27,3.27,3.27,3.28,0,163622.2
2025-08-09T23:42:40.694692,9.888,24.96,586.18,25.76,3.27,3.27,3.27,3.28,0,163622.2
2025-08-09T23:42:41.028134,10.222,24.98,587.29,25.73,3.27,3.27,3.27,3.29,0,163622.2
2025-08-09T23:42:41.030144,10.224,24.98,586.18,25.76,3.27,3.27,3.27,3.27,0,163622.2
2025-08-09T23:42:41.359070,10.553,24.98,586.18,25.69,3.28,3.27,3.25,3.31,0,163622.2
2025-08-09T23:42:41.361094,10.555,24.98,587.29,25.73,3.27,3.27,3.28,3.29,0,163622.2
2025-08-09T23:42:41.692534,10.886,25.01,584.94,25.73,3.27,3.28,3.27,3.29,0,163622.2
2025-08-09T23:42:41.694543,10.888,25.03,586.18,25.73,3.27,3.28,3.27,3.27,0,163622.2
2025-08-09T23:42:42.024472,11.218,25.01,586.18,25.80,3.27,3.28,3.27,3.29,0,163622.2
2025-08-09T23:42:42.026491,11.220,25.01,586.18,25.73,3.27,3.27,3.26,3.31,0,163622.2
2025-08-09T23:42:42.358912,11.552,24.98,586.18,25.73,3.27,3.29,3.24,3.29,0,163818.8
2025-08-09T23:42:42.358912,11.552,25.01,587.29,25.82,3.28,3.27,3.27,3.29,0,163818.8
2025-08-09T23:42:42.692754,11.886,25.01,587.29,25.76,3.26,3.28,3.27,3.28,0,163818.8
2025-08-09T23:42:42.722182,11.916,25.03,580.16,25.73,3.27,3.28,3.27,3.28,0,163818.8
2025-08-09T23:42:42.722182,11.916,24.98,584.94,25.73,3.27,3.27,3.28,3.28,0,163818.8
2025-08-09T23:42:43.025100,12.219,24.96,586.18,25.78,3.28,3.27,3.25,3.32,0,163818.8
2025-08-09T23:42:43.356371,12.550,25.01,583.56,25.73,3.27,3.27,3.27,3.20,0,163818.8
2025-08-09T23:42:43.356371,12.550,24.98,583.56,25.78,3.27,3.28,3.27,3.29,0,163818.8
2025-08-09T23:42:43.356371,12.550,25.03,583.56,25.73,3.27,3.28,3.27,3.29,0,163818.8
2025-08-09T23:42:43.690083,12.884,25.03,565.38,25.76,3.27,3.27,3.24,3.32,0,163818.8
2025-08-09T23:42:43.690083,12.884,24.96,583.56,25.76,3.26,3.28,3.27,3.28,0,163818.8
2025-08-09T23:42:44.023332,13.217,24.98,583.56,25.76,3.27,3.27,3.27,3.29,0,163818.8
2025-08-09T23:42:44.025347,13.219,25.03,583.56,25.78,3.29,3.25,3.27,3.28,0,163818.8
2025-08-09T23:42:44.357148,13.551,24.98,587.29,25.76,3.26,3.29,3.27,3.28,0,-0.7
2025-08-09T23:42:44.357952,13.552,25.03,583.56,25.80,3.27,3.27,3.27,3.29,0,-0.7
2025-08-09T23:42:44.687784,13.881,24.98,586.18,25.73,3.26,3.28,3.28,3.27,0,-0.7
2025-08-09T23:42:44.689796,13.883,25.01,586.18,25.76,3.27,3.28,3.27,3.28,0,-0.7
2025-08-09T23:42:45.004234,14.198,24.98,584.94,25.76,3.27,3.28,3.27,3.29,0,-0.7
2025-08-09T23:42:45.004234,14.198,25.01,587.29,25.76,3.27,3.28,3.27,3.29,0,-0.7
2025-08-09T23:42:45.337052,14.531,24.94,586.18,25.78,3.27,3.27,3.28,3.27,0,-0.7
2025-08-09T23:42:45.337052,14.531,24.98,584.94,25.73,3.27,3.27,3.26,3.30,0,-0.7
2025-08-09T23:42:45.671176,14.865,25.01,586.18,25.76,3.26,3.29,3.27,3.28,0,-0.7
2025-08-09T23:42:45.671176,14.865,25.01,583.56,25.76,3.26,3.29,3.27,3.29,0,-0.7
