Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,Actual_rdr_deg,Set_rdr_deg,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Desired_heading,Data_wind_spd,Data_wind_dir
2025-11-08T01:55:43.817918,5.148,None,None,None,None,None,None,None,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:55:43.819080,5.149,None,None,None,None,None,None,None,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:55:44.691632,6.022,20.03,571.46,20.25,3.25,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:55:44.692282,6.023,20.03,571.46,20.25,3.25,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:55:44.692707,6.023,20.03,571.46,20.25,3.25,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,228.0
2025-11-08T01:55:44.693228,6.024,20.03,571.46,20.25,3.25,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,228.0
2025-11-08T01:55:44.693753,6.024,20.03,571.46,20.25,3.25,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,228.0
2025-11-08T01:55:44.694164,6.024,20.03,565.38,20.29,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,228.0
2025-11-08T01:55:44.695399,6.026,20.03,565.38,20.29,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,228.0
2025-11-08T01:55:44.695975,6.026,20.03,565.38,20.29,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,228.0
2025-11-08T01:55:44.696380,6.027,20.03,565.38,20.29,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.696829,6.027,20.03,565.38,20.29,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.697413,6.028,19.95,575.21,20.27,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.697956,6.028,19.95,575.21,20.27,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.698448,6.029,19.95,575.21,20.27,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.698946,6.029,20.06,565.38,20.27,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.699440,6.030,20.06,565.38,20.27,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.699862,6.030,20.06,565.38,20.27,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.700356,6.031,20.06,565.38,20.27,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.700866,6.031,20.06,565.38,20.27,3.24,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.702180,6.032,20.06,508.41,20.29,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.702757,6.033,20.06,508.41,20.29,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.703296,6.034,20.06,508.41,20.29,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.703818,6.034,20.06,508.41,20.29,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.704281,6.035,20.06,508.41,20.29,3.24,3.23,3.23,3.26,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:44.704834,6.035,20.14,565.38,20.29,3.23,3.24,3.23,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:46.039348,7.370,20.14,565.38,20.29,3.23,3.24,3.23,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:46.040076,7.370,20.14,565.38,20.29,3.23,3.24,3.23,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:46.047856,7.378,20.16,508.41,20.29,3.23,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:46.048388,7.379,20.16,508.41,20.29,3.23,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:46.048822,7.379,20.16,508.41,20.29,3.23,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,319.0
2025-11-08T01:55:46.049266,7.380,20.16,508.41,20.29,3.23,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.050941,7.381,20.16,508.41,20.29,3.23,3.23,3.23,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.051640,7.382,20.06,575.21,20.25,3.23,3.24,3.24,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.052067,7.382,20.06,575.21,20.25,3.23,3.24,3.24,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.052499,7.383,20.06,575.21,20.25,3.23,3.24,3.24,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.052946,7.383,20.12,565.38,20.29,3.23,3.24,3.24,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.054791,7.385,20.12,565.38,20.29,3.23,3.24,3.24,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.055291,7.386,20.12,565.38,20.29,3.23,3.24,3.24,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.055863,7.386,20.12,565.38,20.29,3.23,3.24,3.24,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.056467,7.387,20.12,565.38,20.29,3.23,3.24,3.24,3.25,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:55:46.058153,7.388,20.06,575.21,20.27,3.25,3.23,3.22,3.27,-9.5,-10.31,0.0,0.0,-10000.0,0.0,180.0,None,0.0,2.0
