Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,Actual_rdr_deg,Set_rdr_deg,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Desired_heading,Data_wind_spd,Data_wind_dir
2025-11-08T01:59:28.419422,3.949,None,None,None,None,None,None,None,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:59:29.570139,5.100,None,None,None,None,None,None,None,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:59:29.571123,5.101,None,None,None,None,None,None,None,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:59:29.571754,5.101,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:59:29.572555,5.102,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,None,None
2025-11-08T01:59:29.573564,5.103,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.574432,5.104,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.576568,5.106,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.577695,5.107,20.03,575.21,20.27,3.24,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.578825,5.108,20.03,575.21,20.27,3.24,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.579708,5.109,20.03,575.21,20.27,3.24,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.580507,5.110,20.03,575.21,20.27,3.24,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.581382,5.111,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.582496,5.112,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.584154,5.114,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.585110,5.115,20.06,575.21,20.29,3.23,3.23,3.23,3.26,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.586013,5.116,20.06,565.38,20.25,3.24,3.23,3.23,3.25,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.587147,5.117,20.06,565.38,20.25,3.24,3.23,3.23,3.25,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.588064,5.118,20.06,565.38,20.25,3.24,3.23,3.23,3.25,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.588859,5.118,20.06,565.38,20.25,3.24,3.23,3.23,3.25,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.590482,5.120,20.06,565.38,20.25,3.24,3.23,3.23,3.25,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
2025-11-08T01:59:29.591441,5.121,20.06,565.38,20.29,3.25,3.23,3.22,3.27,44.29,45.0,0.0,0.0,-10000.0,0.0,180.0,None,0.0,181.0
